weight,quantity,unit,supplier,material_id,quality,grade,thickness_mm,width_mm,description_i18n,finish_i18n,composition,additional_info,coating,length_mm
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21800,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20655,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20985,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20470,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20880,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20560,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
7870,,KG,source3,68e76cd23b13cd47b771e71b38c5a4c2,,CR,0.65,1437,{'fr': 'CR 0.65x1437 X-ES A O'},{'fr': 'A'},{},"{'additional': 'O', 'supplier_article': 36000107, 'supplier_id': 2284239}",X-ES,
14880,,KG,source3,69f88e38c65e18d52a5d2c74fc349bd5,,HDC,0.75,1725,{'fr': 'HDC 0.75x1725 CR300LA-GI 60/60 MB O'},{'fr': '60/60'},{},"{'additional': 'MB', 'supplier_article': 36000697, 'supplier_id': 2221582}",CR300LA-GI,
22620,,KG,source2,6ddc89f0bfac4d7fd7c0ee30f317ec43,,DX51D,1.0,1250.0,{'de': '11/13zu'},{'de': 'Ma-C'},{},"{'additional': 'AFP', 'article_id': None}",AZ150,
320,1.0,KG,source2,6f114d38658c5eb91a2b5be139858342,,DX51D,3.0,80.0,"{'nl': 'MAATVOERING(dikte;breedte;leng) ', 'en': ' Dimensions (thickness, width, length)'}",{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z275,
12402,,KG,source3,6f99c581883b1d8ff51ba61401d7e923,,HDC,1.5,1330,{'fr': 'HDC 1.5x1330 CR3-GI 60/60 MB O'},{'fr': '60/60'},{},"{'additional': 'MB', 'supplier_article': 11011808, 'supplier_id': 2231858}",CR3-GI,
1620,,KG,source2,7add30335bf77dd5497fbe8da3dbd37d,,,,,{'en': 'white rust '},{'de': None},{},"{'additional': None, 'article_id': None}",,
20420,,KG,source2,7af1ad4135316cd1b4cddf2dff455112,,DX51D,1.0,1250.0,{'de': '17-26 mu breedte 1258'},{'de': 'Ma-C'},{},"{'additional': 'AFP', 'article_id': None}",AZ150,
11700,,KG,source3,7b203625a08ac280e138be022be6e133,,CR,1.5,1487,{'fr': 'CR 1.5x1487 XE320D A O'},{'fr': 'A'},{},"{'additional': 'O', 'supplier_article': 11007347, 'supplier_id': 2112439}",XE320D,
1635,1.0,KG,source2,7be9d41fc5aa8edfca01d33498972471,,DX51D,4.0,114.0,"{'nl': 'MAATVOERING(dikte;breedte;leng) ', 'en': ' Dimensions (thickness, width, length)'}",{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z275,
2018,27.0,KG,source2,7c1bd727ee79465cffa1e61b6ba37258,,S320GD,3.0,1250.0,{'en': 'zinclayer defaults'},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z275,2500.0
1118,10.0,KG,source2,7c71439c9d54145aaf5e05d322a59b55,,S350GD,3.0,1500.0,{'en': 'tension  25   mm '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z275,3000.0
405,6.0,KG,source2,7d1afce5170d4f9a579c2ead2858ce3e,,S320GD,3.0,48.0,{'en': nan},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z275,
405,6.0,KG,source2,7d1afce5170d4f9a579c2ead2858ce3e,,S320GD,3.0,48.0,{'en': nan},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z275,
410,6.0,KG,source2,7d1afce5170d4f9a579c2ead2858ce3e,,S320GD,3.0,48.0,{'en': nan},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z275,
410,6.0,KG,source2,7d1afce5170d4f9a579c2ead2858ce3e,,S320GD,3.0,48.0,{'en': nan},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z275,
6341,,KG,source1,7d74ec480461d9ef5a057e29e688ffc2,2nd,C100S,2.23,1075.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.007, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0006, 'Cr': 0.188, 'S': 0.0015, 'Cu': 0.008, 'Mn': 0.465, 'Mo': 0.007, 'N': 0.004, 'Nb': 0.004, 'Ni': 0.015, 'P': 0.012, 'Si': 0.221, 'Sn': 0.002, 'STA': 0, 'Ti': 0.00285, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
1320,,KG,source3,7ec939f941eca9e77cc14e2748445db9,,DRP,1.8,420,{'fr': 'DRP 1.8x420x121 YMAGINE H500 O'},{'fr': 'H500'},{},"{'additional': 'O', 'supplier_article': 13012123, 'supplier_id': 1810566}",YMAGINE,121
0,,KG,source3,7f34f4d1e97985eb5a819d3a189dc6d3,,HRP,2,165,{'fr': 'HRP 2x165 HES O'},{'fr': 'O'},{},"{'additional': None, 'supplier_article': 13015114, 'supplier_id': 2372614}",HES,
18560,,KG,source3,8291cb57cf6a3adfb34588e0f6454d7f,,CR,1.15,1317,{'fr': 'CR 1.15x1317 E28 A O'},{'fr': 'A'},{},"{'additional': 'O', 'supplier_article': 36000114, 'supplier_id': 2237593}",E28,
11890,,KG,source3,841f622450c9f71322efb84dea5bce74,,HRP,2.2,1200,{'fr': 'HRP 2.2x1200 HE360D O'},{'fr': 'O'},{},"{'additional': None, 'supplier_article': 11007024, 'supplier_id': 2193183}",HE360D,
770,2.0,KG,source2,856d9880d3e580146e766e8fe09d4a5f,,S250GD,0.4,137.0,"{'nl': 'In elkaar gedraaide banden ', 'en': ' Intertwined bands'}",{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z275,
1320,,KG,source3,874e6c4b20940212d810ec39d7bcaca9,,DRP,1.8,420,{'fr': 'DRP 1.8x420x121 YMAGINE H500 O'},{'fr': 'H500'},{},"{'additional': 'O', 'supplier_article': 13012123, 'supplier_id': 1810811}",YMAGINE,121
666,9.0,KG,source2,88443eabcb5f9030bf9ecabfe09b84a0,,S350GD,2.5,1170.0,"{'nl': 'Vlekken en strepen op het materiaal ', 'en': ' Stains and streaks on the material'}",{'de': 'Ma-O'},{},"{'additional': None, 'article_id': None}",Z100,3050.0
1080,,KG,source3,89188c1973f7c3e3b8ef642b07fe271c,,,,,{'fr': '2ND QUALITY CR SLIT'},{'fr': None},{},"{'additional': None, 'supplier_article': 20000008, 'supplier_id': 1967588}",,
0,,KG,source3,8c1aa13af2aa78e6259ea60a0b9abf95,,HRP,2,193,{'fr': 'HRP 2x193 HES O'},{'fr': 'O'},{},"{'additional': None, 'supplier_article': 13015118, 'supplier_id': 2266008}",HES,
2025,,KG,source3,8df0ee33b3f3efbf534461696fd81ce8,,,,,{'fr': '2ND QUALITY HDC SLIT'},{'fr': None},{},"{'additional': None, 'supplier_article': 20000036, 'supplier_id': 2141622}",,
980,2.0,KG,source2,8fea1a38cfdacc19ec66fb9822a60142,,S350GD,3.5,291.0,"{'nl': 'SCHADE schrot om mes gedraaid ', 'en': ' Damage: scrap twisted around knife '}",{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
980,2.0,KG,source2,8fea1a38cfdacc19ec66fb9822a60142,,S350GD,3.5,291.0,"{'nl': 'SCHADE schrot om mes gedraaid ', 'en': ' Damage: scrap twisted around knife '}",{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
980,2.0,KG,source2,8fea1a38cfdacc19ec66fb9822a60142,,S350GD,3.5,291.0,"{'nl': 'SCHADE schrot om mes gedraaid ', 'en': ' Damage: scrap twisted around knife '}",{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
980,2.0,KG,source2,8fea1a38cfdacc19ec66fb9822a60142,,S350GD,3.5,291.0,"{'nl': 'SCHADE schrot om mes gedraaid ', 'en': ' Damage: scrap twisted around knife '}",{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
980,2.0,KG,source2,8fea1a38cfdacc19ec66fb9822a60142,,S350GD,3.5,291.0,"{'nl': 'SCHADE schrot om mes gedraaid ', 'en': ' Damage: scrap twisted around knife '}",{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
980,2.0,KG,source2,8fea1a38cfdacc19ec66fb9822a60142,,S350GD,3.5,291.0,"{'nl': 'SCHADE schrot om mes gedraaid ', 'en': ' Damage: scrap twisted around knife '}",{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
